sensor_type,device_type,timestamps,latitude,height,velocity,direction,hor_accuracy,ver_accuracy
accelerometer,smartphone,1529416800000000000,52.33287889,4.8664128,47.02087402
accelerometer,smartphone,1529416801008420864,52.33291899,4.86646627,0.6461303711
accelerometer,smartphone,1529416802007206912,52.33292554,4.86650806,-0.2964355469
accelerometer,smartphone,1529416803005746944,52.3329395,4.86656366,0.6804931641
accelerometer,smartphone,1529416804005531904,52.33295428,4.86661389,-0.2116577148
accelerometer,smartphone,1529416804999420928,52.33295287,4.86665519,-0.4933349609
accelerometer,smartphone,1529416806005019136,52.33297274,4.8667023,-0.5216552734
accelerometer,smartphone,1529416806999033856,52.33301497,4.86674319,1.368725586
accelerometer,smartphone,1529416808006061056,52.33303907,4.86677693,2.640026855
accelerometer,smartphone,1529416809008213248,52.33305699,4.86680286,3.284619141
accelerometer,smartphone,1529416810004589056,52.33307824,4.8668315,5.277111816
accelerometer,smartphone,1529416811006412032,52.33310146,4.86686513,7.277355957
accelerometer,smartphone,1529416812000297216,52.33312447,4.86689128,9.389538574
accelerometer,smartphone,1529416813008064000,52.33313825,4.866906,9.067333984
accelerometer,smartphone,1529416814010777856,52.33315918,4.86691963,11.07575684
accelerometer,smartphone,1529416815011599104,52.33318361,4.86693274,12.4595459
accelerometer,smartphone,1529416816013810944,52.33321016,4.86694119,12.50495605
accelerometer,smartphone,1529416817007289856,52.33324043,4.86695405,13.16834717
accelerometer,smartphone,1529416818007642112,52.3332671,4.86696546,12.48743896
accelerometer,smartphone,1529416819021178880,52.33329451,4.86696914,10.83765869
accelerometer,smartphone,1529416820009610752,52.33332708,4.86696895,12.10383301
accelerometer,smartphone,1529416821008595968,52.33337484,4.86696007,13.41865234
accelerometer,smartphone,1529416822009673216,52.33344522,4.86695251,13.67652588
accelerometer,smartphone,1529416823021660160,52.33352325,4.86694907,13.72681885
accelerometer,smartphone,1529416824017955072,52.3336004,4.86692797,12.92976074
accelerometer,smartphone,1529416825024187136,52.33362728,4.86692015,14.16352539
accelerometer,smartphone,1529416826021608192,52.33362853,4.86692398,13.34644775
accelerometer,smartphone,1529416827011745792,52.33363014,4.8669358,13.35493164
accelerometer,smartphone,1529416828009327872,52.33363177,4.86695507,13.73640137
accelerometer,smartphone,1529416829009952256,52.33363434,4.86697411,14.70722656
accelerometer,smartphone,1529416830019943936,52.33363653,4.86699091,15.35157471
accelerometer,smartphone,1529416831006341120,52.33363812,4.86700688,15.83479004
accelerometer,smartphone,1529416832006684160,52.33363847,4.86702138,16.04047852
accelerometer,smartphone,1529416833013208064,52.33363469,4.86703872,16.06141357
accelerometer,smartphone,1529416834010205952,52.33362934,4.86705897,16.16523437
accelerometer,smartphone,1529416835005918976,52.33362688,4.86707846,16.78150635
accelerometer,smartphone,1529416836010063872,52.33362562,4.86709989,16.00050049
accelerometer,smartphone,1529416837007328000,52.3336247,4.86712177,16.10535889
accelerometer,smartphone,1529416838008406016,52.3336247,4.86714705,16.27613525
accelerometer,smartphone,1529416839006350080,52.3336275,4.86717505,17.02216797
accelerometer,smartphone,1529416840010904064,52.33363136,4.86720289,18.3057373
accelerometer,smartphone,1529416841009991936,52.33363619,4.8672317,18.91242676
accelerometer,smartphone,1529416842011142144,52.33364128,4.86726156,19.909375
accelerometer,smartphone,1529416843007554048,52.33364885,4.86729726,18.34522705
accelerometer,smartphone,1529416844008202240,52.33365918,4.8673378,14.92310791
accelerometer,smartphone,1529416845006433024,52.33366755,4.8673787,14.24763184
accelerometer,smartphone,1529416846009260032,52.33366773,4.86742012,12.83375244
accelerometer,smartphone,1529416847016749056,52.33365818,4.86745539,11.74293213
accelerometer,smartphone,1529416848013125120,52.3336479,4.86748921,11.55939941
accelerometer,smartphone,1529416849014209024,52.33363923,4.86752817,11.13197021
accelerometer,smartphone,1529416850011148800,52.33363332,4.86758061,11.91737061
